"id";"link";"title";"DE"
146;"https://www.ctolib.com/pavanjadhaw-betterlockscreen.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""依赖于i3lock的锁屏脚本";"依赖于i3lock的锁屏脚本";"其它未归类"
147;"https://www.ctolib.com/severin-lemaignan-vim-minimap.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""vim-minimap：为Vim实现一个类似于Sublime编辑器的侧栏代码迷你地图";"vim-minimap：为Vim实现一个类似于Sublime编辑器的侧栏代码迷你地图";"其它未归类"
148;"https://www.ctolib.com/morpheus.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""Morpheus - 自动Ettercap TCP / IP劫持工具";"Morpheus - 自动Ettercap TCP / IP劫持工具";"其它未归类"
149;"https://www.ctolib.com/larkery-zsh-histdb.html";"ZSH History Database 一个zsh更好的历史存储";"其它未归类"
150;"https://www.ctolib.com/astefanutti-kubebox.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""Kubebox - ⎈❏ Kubernets集群的终端和Web控制台";"Kubebox - ⎈❏ Kubernets集群的终端和Web控制台";"其它未归类"
151;"https://www.ctolib.com/legolord208-termplay.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""termplay：在您的终端播放图像/视频";"termplay：在您的终端播放图像/视频";"其它未归类"
152;"https://www.ctolib.com/int32bit-dotfiles.html";"快速配置*nix开发环境以及装机必备神器";"其它未归类"
153;"https://www.ctolib.com/reinterpretcat-lfs.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""用于构建Linux从头开始系统的Docker配置";"用于构建Linux从头开始系统的Docker配置";"其它未归类"
154;"https://www.ctolib.com/goreliu-zshguide.html";"Zsh 开发指南";"其它未归类"
155;"https://www.ctolib.com/EverVim.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""EverVim 是一个面向所有开发者的 Vim 发行版";"EverVim 是一个面向所有开发者的 Vim 发行版";"其它未归类"
156;"https://www.ctolib.com/mitnk-cicada.html";"Cicada 一个用Rust编写的简单Unix shell";"其它未归类"
157;"https://www.ctolib.com/kubermesh-kubermesh.html";"Kubermesh: 自主托管/修复/配置，部分网状网络K8s集群";"其它未归类"
158;"https://www.ctolib.com/gradle-completion.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""bash和zsh的Gradle选项卡完成";"bash和zsh的Gradle选项卡完成";"其它未归类"
159;"https://www.ctolib.com/liuchengxu-vim-which-key.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""vim-which-key：弹出热键说明的vim插件";"vim-which-key：弹出热键说明的vim插件";"其它未归类"
160;"https://www.ctolib.com/strimzi-strimzi-kafka-operator.html";"Strimzi - 提供了各种部署配置中在OpenShift和Kubernetes上运行Apache Kafka集群的方法";"其它未归类"
161;"https://www.ctolib.com/iridakos-goto.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""goto：一个bash实用程序，用于快速导航到别名目录支持自动完成";"goto：一个bash实用程序，用于快速导航到别名目录支持自动完成";"其它未归类"
162;"https://www.ctolib.com/rancher-longhorn.html";"Longhorn 一个使用容器和微服务构建的分布式块存储系统";"其它未归类"
163;"https://www.ctolib.com/yunlzheng-prometheus-book.html";"Prometheus操作指南";"其它未归类"
164;"https://www.ctolib.com/badtuxx-giropops-monitoring.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""用于监视容器和其他东西的全堆栈工具";"用于监视容器和其他东西的全堆栈工具";"其它未归类"
165;"https://www.ctolib.com/iam4x-zsh-iterm-touchbar.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""在?Touchbar中显示终端的反馈";"在?Touchbar中显示终端的反馈";"其它未归类"
166;"https://www.ctolib.com/neverpanic-google-font-download.html";"google-font-download 本地托管Google的Web字体";"其它未归类"
167;"https://www.ctolib.com/arithran-vim-pizza.html";"初尝试从vim中订购比萨饼";"其它未归类"
168;"https://www.ctolib.com/hostsctl.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""轻松控制您的/ etc / hosts文件，阻止广告，社交网络等";"轻松控制您的/ etc / hosts文件，阻止广告，社交网络等";"其它未归类"
169;"https://www.ctolib.com/jessfraz-k8s-snowflake.html";"用于在任何地方引导自定义Kubernetes集群的配置和脚本";"其它未归类"
170;"https://www.ctolib.com/git-dit.html";"Git-dit – 一个git的分布式问题跟踪器";"其它未归类"
171;"https://www.ctolib.com/cubicdaiya-ngx_small_light.html";"ngx_small_light是nginx 的动态图像转换模块";"其它未归类"
172;"https://www.ctolib.com/modernish-modernish.html";"modernish: 跨平台的POSIX shell功能检测和语言扩展库";"其它未归类"
173;"https://www.ctolib.com/gregsramblings-google-cloud-4-words.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""Google Cloud Developer的备忘单（Cheat Sheet）";"Google Cloud Developer的备忘单（Cheat Sheet）";"其它未归类"
174;"https://www.ctolib.com/zdharma-fast-syntax-highlighting.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""优化和扩展zsh-syntax-highlighting";"优化和扩展zsh-syntax-highlighting";"其它未归类"
175;"https://www.ctolib.com/ssh-allow-friend.html";"临时允许朋友使用Github的公钥ssh登录到你的Linux";"其它未归类"
176;"https://www.ctolib.com/trimstray-htrace-sh.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""用于调试http / https流量跟踪，响应头和mixed-content的简单shell脚本。 支持外部安全工具：Mozilla Observatory和SSL Labs API。";"htrace.sh：用于调试http / https流量跟踪，响应头和mixed-content的简单shell脚本";"其它未归类"
177;"https://www.ctolib.com/eotk.html";"企业洋葱Onion工具包";"其它未归类"
178;"https://www.ctolib.com/PapirusDevelopmentTeam-adapta-kde.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""Adapta KDE  这是Plasma 5桌面GTK主题Adapta的一个移植";"Adapta KDE  这是Plasma 5桌面GTK主题Adapta的一个移植";"其它未归类"
179;"https://www.ctolib.com/ddos-deflate.html";"DoS Deflate 是一个轻量级的 bash shell 脚本，旨在协助阻止拒绝服务攻击的过程";"其它未归类"
180;"https://www.ctolib.com/vincentchu-eth-private-net.html";"eth-private-net – 在本地运行私有Ethereum网络的工具";"其它未归类"
181;"https://www.ctolib.com/nginx-http2-load-balancing-config.html";"一个支持百万用户量的nginx配置";"其它未归类"
182;"https://www.ctolib.com/dakshshah96-local-cert-generator.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""用于快速为本地开发环境生成HTTPS证书的一组脚本";"用于快速为本地开发环境生成HTTPS证书的一组脚本";"其它未归类"
183;"https://www.ctolib.com/jx-sec-jxwaf.html";"JXWAF(锦衣盾)是一款基于openresty(nginx+lua)开发的下一代web应用防火墙";"其它未归类"
184;"https://www.ctolib.com/ahnick-encpass-sh.html";"在shell脚本中使用加密密码的轻量级解决方案";"其它未归类"
185;"https://www.ctolib.com/DarkSpiritz-DarkSpiritz.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""DarkSpiritz  一个UNIX系统的渗透测试框架";"DarkSpiritz  一个UNIX系统的渗透测试框架";"其它未归类"
186;"https://www.ctolib.com/fssb.html";"FSSB - Linux文件系统沙箱";"其它未归类"
187;"https://www.ctolib.com/alim0x-Awesome-Linux-Software-zh_CN.html";"? 一个 Linux 上超赞的应用，软件，工具以及其它资源的集中地。";"其它未归类"
188;"https://www.ctolib.com/nahamsec-lazyrecon.html";"该脚本旨在以有组织的方式自动执行侦察过程";"其它未归类"
189;"https://www.ctolib.com/g-plane-zsh-yarn-autocompletions.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""这个Zsh插件可以读取当前目录下的package.json文件，并显示可以运行的脚本以及可以删除的软件包。";"一个Zsh插件用于yarn自动完成";"其它未归类"
190;"https://www.ctolib.com/bill-mavromatis-gnome-layout-manager.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""一个bash脚本,批量安装和调整GNOME扩展以及GTK/Shell主题。目前有三个选项可用: Unity, Windows and macOS。";"一个bash脚本,能批量安装和调整GNOME扩展以及GTK/Shell主题";"其它未归类"
191;"https://www.ctolib.com/marcosscriven-galeforce.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""GaleForce一个定制Google Wifi路由器的项目";"GaleForce一个定制Google Wifi路由器的项目";"其它未归类"
192;"https://www.ctolib.com/godlyranchdressing-United-GNOME.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""GTK2 / 3 + GNOME Shell主题基于Ubuntu 18.04设计理念，使用Flat-Plat作为基础";"GTK2 / 3 + GNOME Shell主题基于Ubuntu 18.04设计理念，使用Flat-Plat作为基础";"其它未归类"
193;"https://www.ctolib.com/Peltoche-lsd.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""拥有很多漂亮颜色和精美图标的Linux ls命令";"拥有很多漂亮颜色和精美图标的Linux ls命令";"其它未归类"
194;"https://www.ctolib.com/ProtonVPN-protonvpn-cli.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""protonvpn-cli: 用于Linux和MacOS的ProtonVPN命令行工具";"protonvpn-cli: 用于Linux和MacOS的ProtonVPN命令行工具";"其它未归类"
195;"https://www.ctolib.com/pwndsh.html";"pwnd.sh是一个post-exploitation框架(和一个交互的shell)";"其它未归类"
196;"https://www.ctolib.com/zhovner-OneFileLinux.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""One File Linux — Live Linux发行版组合在一个EFI文件中";"One File Linux — Live Linux发行版组合在一个EFI文件中";"其它未归类"
197;"https://www.ctolib.com/RRethy-vim-illuminate.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""illuminate.vim - Vim插件能高亮当前光标下所选中字符串的其他用途";"illuminate.vim - Vim插件能高亮当前光标下所选中字符串的其他用途";"其它未归类"
198;"https://www.ctolib.com/slowmist-eos-bp-nodes-security-checklist.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""EOS bp nodes security checklist（EOS超级节点安全执行指南）";"EOS bp nodes security checklist（EOS超级节点安全执行指南）";"其它未归类"
199;"https://www.ctolib.com/thiagoalessio-rainbow_levels-vim.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""Rainbow Levels：代码高亮显示的另一种方法";"Rainbow Levels：代码高亮显示的另一种方法";"其它未归类"
200;"https://www.ctolib.com/acme-client-quick.html";"在五分钟之内获得Let's Encrypt证书";"其它未归类"
201;"https://www.ctolib.com/lmk123-oh-my-wechat.html";"在 MacOS 中自动安装微信防撤回插件并打开微信。";"其它未归类"
202;"https://www.ctolib.com/FlowCI-docker.html";"flow.ci 新一代的CI 持续集成工具";"其它未归类"
203;"https://www.ctolib.com/udhos-update-golang.html";"update-golang 一个脚本轻松获取并安装新Golang版本";"其它未归类"
204;"https://www.ctolib.com/paullinuxthemer-Mc-OS-themes.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""用于Linux-Gnome桌面的Mac OS主题";"用于Linux-Gnome桌面的Mac OS主题";"其它未归类"
205;"https://www.ctolib.com/Thirsty.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""一个提醒你喝水的zsh / bash脚本";"一个提醒你喝水的zsh / bash脚本";"其它未归类"
206;"https://www.ctolib.com/amazeeio-lagoon.html";"amazee.io Lagoon - 针对OpenShift和Kubernetes的Docker构建和部署系统";"其它未归类"
207;"https://www.ctolib.com/theodorewiles-org-mind-map.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""org-mind-map 这是一个创建graphviz有向图的emacs包";"org-mind-map 这是一个创建graphviz有向图的emacs包";"其它未归类"
208;"https://www.ctolib.com/ocochard-graphpath.html";"Graphpath从Unix / Linux的路由表中生成一个ASCII网络图";"其它未归类"
209;"https://www.ctolib.com/dylanaraps-pxltrm.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""pxltrm是用纯bash编写的终端像素艺术编辑器。 它允许您在不使用鼠标的情况下绘制像素图。";"pxltrm是用纯bash编写的终端像素艺术编辑器";"其它未归类"
210;"https://www.ctolib.com/c0ny1-vulstudy.html";"vulstudy 使用docker快速搭建各大漏洞学习平台，目前可以一键搭建12个平台。";"其它未归类"
211;"https://www.ctolib.com/kelseyhightower-vault-on-google-kubernetes-engine.html";"如何指导在Google Kubernetes引擎上运行HashiCorp的Vault";"其它未归类"
212;"https://www.ctolib.com/yubikey-full-disk-encryption.html";"使用YubiKey解锁LUKS分区";"其它未归类"
213;"https://www.ctolib.com/bashcached.html";"构建在bash + socat之上的memcached";"其它未归类"
214;"https://www.ctolib.com/mongodb.html";"MongoDB Dockerfile 用于受信任Docker构建自动化";"其它未归类"
215;"https://www.ctolib.com/DylanHamer-DebianKindle.html";"在你的Kindle上安装Debian的脚本";"其它未归类"
216;"https://www.ctolib.com/ztanesh.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""使用ztanesh项目提高UNIX命令行的体验和生产力：这些工具将使您的shell更强大，更易于使用。";"使用ztanesh项目提高UNIX命令行的体验和生产力";"其它未归类"
217;"https://www.ctolib.com/dylanbai8-V2Ray_ws-tls_Website_onekey.html";"V2RAY 基于 NGINX 的 VMESS+WS+TLS+Website(Use Host)+Rinetd BBR 一键安装脚本";"其它未归类"
218;"https://www.ctolib.com/cdm.html";"CDM是一个使用 Bash 编写的新登录管理器";"其它未归类"
219;"https://www.ctolib.com/tklx-base.html";"TKLX – 基于Debian GNU / Linux的超级苗条容器镜像";"其它未归类"
220;"https://www.ctolib.com/nenadg-docker-unity3d.html";"Unity 3D 的 Docker 映像";"其它未归类"
221;"https://www.ctolib.com/linuxkit-kubernetes.html";"使用LinuxKit构建的最小且不可变的Kubernetes映像";"其它未归类"
222;"https://www.ctolib.com/FunctionClub-MTProxy-Bash.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""MTProxy 一键搭建管理脚本。 MTProxy 是专门用于 Telegram 的代理软件。目前 Telegram 内部直接支持此代理软件。安装完成后生成的 tg:// 链接可在 Telegram 内随意分享使用。代理效果非常出色。";"MTProxy 一键搭建管理脚本";"其它未归类"
223;"https://www.ctolib.com/gy-games-elves.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""Elves为光宇游戏运维团队开源的一套自动化运维开发平台(IT Automatic Develop Platform)，面向开发，注重以编程实现运维自动化，致力于为运维研发人员提供便捷的运维自动化业务编程实现环境， Elves自身不提供业务性功能，运维开发人员可根据自身的业务进行应用(APP)的开发来实现相应业务的自动化管理。";"Elves为光宇游戏运维团队开源的一套自动化运维开发平台";"其它未归类"
224;"https://www.ctolib.com/cryptolok-ASLRay.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""Linux ELF x32 and x64 ASLR bypass exploit with stack-spraying";"Linux ELF x32 and x64 ASLR bypass exploit with stack-spraying";"其它未归类"
225;"https://www.ctolib.com/unixhot-salt-kubernetes.html";"SaltStack自动化部署Kubernetes";"其它未归类"
226;"https://www.ctolib.com/jsamr-bootiso.html";"一个bash脚本，用于从一个ISO文件安全地创建可引导的USB设备";"其它未归类"
227;"https://www.ctolib.com/anrip-ArDNSPod.html";"基于DNSPod用户API实现的纯Shell动态域名客户端";"其它未归类"
228;"https://www.ctolib.com/chr4-nginx.vim.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""改进的nginx vim插件（包括语法高亮）";"改进的nginx vim插件（包括语法高亮）";"其它未归类"
229;"https://www.ctolib.com/vim-up.html";"一束vim快捷方式，颜色和捆绑，使你的生活更轻松";"其它未归类"
230;"https://www.ctolib.com/cryptolok-CryKeX.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""Linux Memory Cryptographic Keys Extractor ";"Linux内存加密密钥提取器";"其它未归类"
231;"https://www.ctolib.com/laptop-mode-tools.html";"Laptop Mode Tools是Linux的省电工具";"其它未归类"
232;"https://www.ctolib.com/orcproject-orc.html";"onion routed cloud - 分布式、匿名、安全的对象存储";"其它未归类"
233;"https://www.ctolib.com/MichaelAquilina-zsh-you-should-use.html";"一个提醒您使用您所定义别名的ZSH插件";"其它未归类"
234;"https://www.ctolib.com/dodie-vim-fibo-indent.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""Vim插件根据Fibonacci序列增加每个连续缩进的间距";"Vim插件根据Fibonacci序列增加每个连续缩进的间距";"其它未归类"
235;"https://www.ctolib.com/ricing.html";"一本关于ricing类Unix系统的书";"其它未归类"
236;"https://www.ctolib.com/rak8s-rak8s.html";"rak8s - 利用Ansible搭建一个基于树莓派的Kubernetes群集";"其它未归类"
237;"https://www.ctolib.com/fz.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""fz 一个shell插件，无缝地将模糊搜索添加到z的完成选项卡，让你轻松地绕过你的历史目录。 不需要任何额外的密钥绑定。 目前支持Bash和zsh。";"fz 一个shell插件，无缝地将模糊搜索添加到z的完成选项卡";"其它未归类"
238;"https://www.ctolib.com/xl-tech-OpenVPN-easy-setup.html";"用于轻松快速OpenVPN部署的Bash脚本";"其它未归类"
239;"https://www.ctolib.com/aviaryan-utility-bash-scripts.html";"? Utility bash scripts - 使用单个命令执行可自动执行任务的实用bash脚本";"其它未归类"
240;"https://www.ctolib.com/lonely-shell.html";"最小的https反向shell";"其它未归类"
241;"https://www.ctolib.com/skywind3000-quickmenu-vim.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""Preface 一个vim的很好可定制的弹出菜单";"Preface 一个vim的很好可定制的弹出菜单";"其它未归类"
242;"https://www.ctolib.com/static_status.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""status.sh：?生成静态状态页面的Bash脚本。展示网站、服务(HTTP, SAP, MySQL...)和ping的状态，一切都容易定制。";"status.sh：?生成静态状态页面的Bash脚本";"其它未归类"
243;"https://www.ctolib.com/marysue-encoder.html";"marysue-encoder 把任意文字和玛丽苏体的姓名进行加密转换";"其它未归类"
244;"https://www.ctolib.com/wsdjeg-FlyGrep-vim.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""一款在Vim下进行实时代码检索的插件";"一款在Vim下进行实时代码检索的插件";"其它未归类"
245;"https://www.ctolib.com/jessfraz-branch-cleanup-action.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""一个GitHub action，用于在合并拉取请求后自动删除分支";"一个GitHub action，用于在合并拉取请求后自动删除分支";"其它未归类"
246;"https://www.ctolib.com/dylanaraps-pure-bash-bible.html";"?一些用于替代外部程序的纯bash实现脚本集合";"其它未归类"
247;"https://www.ctolib.com/rainglow-iterm.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""iTerm2的180多种颜色主题";"iTerm2的180多种颜色主题";"其它未归类"
248;"https://www.ctolib.com/kallewoof-btcdeb.html";"btcdeb：比特币脚本调试工具";"其它未归类"
249;"https://www.ctolib.com/christophetd-duplicacy-autobackup.html";"Duplicacy Autobackup是一个Docker镜像，可以轻松执行自动备份";"其它未归类"
250;"https://www.ctolib.com/giMini-mimiDbg.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""DbgShell是Windows调试器引擎的PowerShell前端";"DbgShell是Windows调试器引擎的PowerShell前端";"其它未归类"
251;"https://www.ctolib.com/jgamblin-MacOS-Maid.html";"一个能够自动对MacBook进行清理和打补丁的简单的shell脚本";"其它未归类"
252;"https://www.ctolib.com/nathan-osman-hang.html";"hang一个1Kb大小的Docker容器";"其它未归类"
253;"https://www.ctolib.com/p-e-w-hegemon.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""Hegemon  一个用Rust编写的模块化系统监视器";"Hegemon  一个用Rust编写的模块化系统监视器";"其它未归类"
254;"https://www.ctolib.com/freetonik-castlemacs.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""Castlemacs: 适用于macOS的简约Emacs⌘";"Castlemacs: 适用于macOS的简约Emacs⌘";"其它未归类"
255;"https://www.ctolib.com/fransr-bountyplz.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""bountyplz - 来自markdown模板的自动化安全报告（HackerOne目前是支持的平台）";"bountyplz - 来自markdown模板的自动化安全报告";"其它未归类"
256;"https://www.ctolib.com/pipelines.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""pipeline: 交互式的shell pipeline处理";"pipeline: 交互式的shell pipeline处理";"其它未归类"
257;"https://www.ctolib.com/whiteinge-diffconflicts.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""一个更好的Vimdiff Git合并工具";"一个更好的Vimdiff Git合并工具";"其它未归类"
258;"https://www.ctolib.com/balena-io-open-balena.html";"用于管理连接的物联网设备的开源软件";"其它未归类"
259;"https://www.ctolib.com/posixcube.html";"Posixcube, shell脚本自动化框架Ansible的替代品";"其它未归类"
260;"https://www.ctolib.com/internet-speed-log.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""使用shell脚本和nodejs记录和显示speedtest";"使用shell脚本和nodejs记录和显示speedtest";"其它未归类"
261;"https://www.ctolib.com/haya14busa-is-vim.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""is.vim - 渐进式搜索改进 - incsearch.vim的接替者";"is.vim - 渐进式搜索改进 - incsearch.vim的接替者";"其它未归类"
262;"https://www.ctolib.com/whihail-AutoArchive.html";"一个基于Jenkins的iOS/Android自动构建系统 ";"其它未归类"
263;"https://www.ctolib.com/mayankk2308-set-egpu.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""使用外部GPU显示与macOS应用程序无关的加速";"使用外部GPU显示与macOS应用程序无关的加速";"其它未归类"
264;"https://www.ctolib.com/minimalist.html";"Minimalist是Vim的一个Material Colorscheme Darker主题";"其它未归类"
265;"https://www.ctolib.com/johnpaulada-microsoftmlserver-docker.html";"非官方的Microsoft Machine Learning Server Docker镜像";"其它未归类"
266;"https://www.ctolib.com/bsycorp-kind.html";"Kubernetes-in-Docker - 一个单节点集群，可在30秒内准备好CI针对测试";"其它未归类"
267;"https://www.ctolib.com/ob-async.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""ob-async实现org-babel的异步src_block执行";"ob-async实现org-babel的异步src_block执行";"其它未归类"
268;"https://www.ctolib.com/xero-glitchlock.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""glitchlock: 一个以出故障为主题的linux随机锁屏";"glitchlock: 一个以出故障为主题的linux随机锁屏";"其它未归类"
269;"https://www.ctolib.com/hashicorp-terraform-github-actions.html";"Terraform的GitHub Actions";"其它未归类"
270;"https://www.ctolib.com/duy13-vDDoS-Protection.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""vDDoS一个HTTP(S) DDoS 防护反向代理";"vDDoS一个HTTP(S) DDoS 防护反向代理";"其它未归类"
271;"https://www.ctolib.com/snmp_mib_archive.html";"超过4500个SNMP MIB的存档";"其它未归类"
272;"https://www.ctolib.com/geerlingguy-ansible-role-awx.html";"Ansible Role: AWX (开源版本Ansible Tower)";"其它未归类"
273;"https://www.ctolib.com/ipfs-screenshot.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""类似Cloudapp但使用IPFS";"类似Cloudapp但使用IPFS";"其它未归类"
274;"https://www.ctolib.com/dspinellis-unix-v4man.html";"Unix程序员手册第四研究版";"其它未归类"
275;"https://www.ctolib.com/mre-fcat.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""fcat (short for fastcat) - 使用splice更快地实现cat（仅限Linux和Android）";"fcat (short for fastcat) - 使用splice更快地实现cat（仅限Linux和Android）";"其它未归类"
276;"https://www.ctolib.com/brannondorsey-sniff-probes.html";"即插即用的bash脚本，用于嗅探802.11探测请求";"其它未归类"
277;"https://www.ctolib.com/urbainvaes-vim-remembrall.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""一个vim小插件，使其更易于记住映射";"一个vim小插件，使其更易于记住映射";"其它未归类"
278;"https://www.ctolib.com/edkolev-evil-goggles.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""evil-goggles:在使用恶意模式进行编辑时显示视觉提示";"evil-goggles:在使用恶意模式进行编辑时显示视觉提示";"其它未归类"
279;"https://www.ctolib.com/changyuheng-zsh-interactive-cd.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""在zsh中用于CD类似于Fish的交互式tab完成";"在zsh中用于CD类似于Fish的交互式tab完成";"其它未归类"
280;"https://www.ctolib.com/luongvo209-Short-Gitlab-Tutorial.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""首先，我不想在这里开始Github和Gitlab之间的战争。 我不关心使用Github的道德规范，也不关心最近微软收购Github的消息。 我编写本指南的原因很明显：我想迁移到Gitlab并帮助人们处理相同的情况，因为事情在那里似乎有点不同。";" Gitlab快速入门";"其它未归类"
281;"https://www.ctolib.com/sindresorhus-macos-lock.html";"macos-lock：从命令行锁定您的Mac";"其它未归类"
282;"https://www.ctolib.com/bagrat-vim-workspace.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""VimWorkspace将类似IDE的标签带入Vim，方便导航，并且可以自定义外观";"VimWorkspace将类似IDE的标签带入Vim，方便导航，并且可以自定义外观";"其它未归类"
283;"https://www.ctolib.com/tomas-jix.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""jix一个基于终端的Git独立客户端，专注于提交插入（而不是简单的浏览或检查），它旨在帮助您管理历史记录并以简单的方式制作更好的提交，而无需手动输入任何命令。";"jix一个基于终端的Git独立客户端，专注于提交插入（而不是简单的浏览或检查）";"其它未归类"
284;"https://www.ctolib.com/pomidor.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""Pomidor是一个简单和很酷的番茄钟技术计时器";"Pomidor是一个简单和很酷的番茄钟技术计时器";"其它未归类"
285;"https://www.ctolib.com/FydeOS-chromium_os_for_raspberry_pi.html";"为Raspberry Pi 3B构建Chromium OS";"其它未归类"
286;"https://www.ctolib.com/mattn-vim-trex.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""在Vim上运行T-Rex";"在Vim上运行T-Rex";"其它未归类"
